accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.661555290222168,0.6798931956291199,0.6310843229293823,0.683164119720459,0.7683159112930298,0.6602809429168701,0.7287887334823608,0.6133917570114136,0.6997840404510498,0.7184035181999207
0.7209748029708862,0.7655143141746521,0.5619288086891174,0.720750093460083,0.841103732585907,0.6781609058380127,0.743785560131073,0.5887082815170288,0.7018255591392517,0.7671840190887451
0.7631434798240662,0.8511075973510742,0.48155421018600464,0.7387109398841858,0.9105613827705383,0.7011494040489197,0.7705901265144348,0.5536498427391052,0.7058823704719543,0.8248336911201477
0.8680175542831421,0.9574971795082092,0.3302859663963318,0.8311529159545898,0.9671741127967834,0.7279693484306335,0.8039229512214661,0.5258377194404602,0.7306201457977295,0.8359201550483704
0.9778203964233398,0.9975995421409607,0.1327146738767624,0.9724169969558716,0.9895337820053101,0.7356321811676025,0.8053990006446838,0.5499843955039978,0.7364341020584106,0.842572033405304
0.9994523525238037,0.9998885989189148,0.029133204370737076,1.0,0.9990485310554504,0.733077883720398,0.8048514127731323,0.6200917363166809,0.77625572681427,0.7538802623748779
1.0,1.0000001192092896,0.008666534908115864,1.0,1.0,0.7343550324440002,0.8015722036361694,0.6684717535972595,0.7658643126487732,0.7760531902313232
1.0,1.0000001192092896,0.004424884915351868,1.0,1.0,0.7369093298912048,0.8019327521324158,0.7010570764541626,0.7505112290382385,0.813747227191925
